CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,DOORING_I,WORK_ZONE_I,NUM_UNITS,INJURIES_TOTAL,CRASH_HOUR,LATITUDE,LONGITUDE,NUM_PASSENGERS,LIC_PLATE_STATE,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,FIRST_CONTACT_POINT,PERSON_TYPE,CITY,SEX,AGE,SAFETY_EQUIPMENT,AIRBAG_DEPLOYED,EJECTION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,BAC_RESULT VALUE,CELL_PHONE_USE,INJURY,FATALITIES,Location,VEHICLE_AGE,AGE_binned,VEHICLE_AGE_binned,PEDPEDAL_ACTION_NEW,PHYSICAL_CONDITION_NEW,LOCATION_NEW,LOCATION_ADDRESS
2019-07-18 20:02:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT_DIVIDED,2,STRAIGHT AND LEVEL,NO DEFECTS,CLEAR,N,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,N,N,N,2,1,Night,41.961499483,-87.654794789,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,BICYCLE,CHICAGO,M,44.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,NONE,NONE,OTHER,UNABLE TO DETERMINE,WITH TRAFFIC,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,between 41 and 50,11 to 15,WITH TRAFFIC,UNABLE TO DETERMINE,"41.961499483, -87.654794789","4382, North Sheridan Road, Buena Park, Uptown, Chicago, Cook County, Illinois, 60613, United States of America"
2019-12-24 15:48:00,30,NO_SIGN,OTHER,CLEAR,DAYLIGHT,REAR TO FRONT,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,DRIVING ON WRONG SIDE/WRONG WAY,PHYSICAL CONDITION OF DRIVER,W,N,N,3,1,Afternoon,41.741510073,-87.714147129,0,IL,NONE,OTHER,OTHER,NE,STRAIGHT AHEAD,1,N,REAR,DRIVER,CHICAGO,M,41.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,11.0,between 41 and 50,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.741510073, -87.714147129","3637-3651, West 83rd Place, Ashburn, Chicago, Cook County, Illinois, 60652, United States of America"
2019-06-28 21:45:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,S,N,N,2,1,Night,41.876064776,-87.686415631,2,IL,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,3,N,FRONT,DRIVER,BARTLETT,M,29.0,USED SAFETY EQUIP,DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,0.0,between 19 and 30,Below 5,UNABLE TO DETERMINE,NORMAL,"41.876064776, -87.686415631","2412, West Van Buren Street, Near West Side, Illinois Medical District, Chicago, Cook County, Illinois, 60612, United States of America"
2020-02-22 16:56:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,S,N,N,3,2,Afternoon,41.841391813,-87.73434997,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,N,OTHER,0,N,FRONT,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,37.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,8.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.841391813, -87.73434997","Emiliano Zapata Academy, South Kostner Avenue, South Lawndale, Chicago, Cook County, Illinois, 60623, United States of America"
2019-07-10 21:18:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,W,N,N,2,1,Night,41.953292847,-87.767065708,0,IL,UNABLE TO DETERMINE,PASSENGER,UNKNOWN/NA,NW,TURN,1,N,OTHER,DRIVER,CHICAGO,F,23.0,UNABLE TO DETERMINE,NOT APPLICABLE,NONE,FAILED TO YIELD,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.953292847, -87.767065708","4001, North Central Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States of America"
2019-06-09 06:38:00,20,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,NO DEFECTS,CLEAR,N,N,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,W,N,N,4,1,Early_morning,42.0066814,-87.659686676,0,IL,UNABLE TO DETERMINE,PASSENGER,NOT IN USE,E,OTHER,0,N,FRONT,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,36.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,4.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"42.0066814, -87.659686676","1139, West Farwell Avenue, Rogers Park, Chicago, Cook County, Illinois, 60645, United States of America"
2018-10-15 19:00:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,W,N,N,2,1,Night,41.877485087,-87.701174301,0,IL,NONE,PASSENGER,PERSONAL,W,TURN,1,N,FRONT,DRIVER,CHICAGO,M,56.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,14.0,between 51 and 60,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.877485087, -87.701174301","299, South Sacramento Boulevard, East Garfield Park, Chicago, Cook County, Illinois, 60612, United States of America"
2017-10-04 17:20:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,EXCEEDING AUTHORIZED SPEED LIMIT,EXCEEDING AUTHORIZED SPEED LIMIT,S,N,N,5,3,Afternoon,41.736281754,-87.622747908,1,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2,N,FRONT,DRIVER,CHICAGO,F,37.0,USED SAFETY EQUIP,DEPLOYED,NONE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,0.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,NORMAL,"41.736281754, -87.622747908","45, East 87th Street, Chatham, Chicago, Cook County, Illinois, 60617, United States of America"
2018-08-22 02:06:00,30,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,Y,EXCEEDING AUTHORIZED SPEED LIMIT,UNABLE TO DETERMINE,S,N,N,2,2,Early_morning,41.781120934,-87.600935176,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,N,OTHER,0,N,REAR,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,46.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.781120934, -87.600935176","6239-6241, South Ellis Avenue, Woodlawn, Chicago, Cook County, Illinois, 60637, United States of America"
2018-05-19 09:00:00,30,NO_SIGN,NO CONTROLS,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT_DIVIDED,4,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,2,1,Morning,41.866449062,-87.711348191,0,IL,NONE,PASSENGER,PERSONAL,W,OTHER,0,N,REAR,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,42.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,7.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.866449062, -87.711348191","3420, West Roosevelt Road, North Lawndale, Chicago, Cook County, Illinois, 60624, United States of America"
2019-06-13 06:23:00,35,SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,CLEAR,Y,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,S,N,N,6,5,Early_morning,41.736963127,-87.575862708,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,F,21.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,NO ACTION,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,6.0,between 19 and 30,5 to 10,NO ACTION,UNABLE TO DETERMINE,"41.736963127, -87.575862708","East 87th Street, Calumet Heights, Chicago, Cook County, Illinois, 60617, United States of America"
2018-06-17 16:15:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,NOT_DIVIDED,2,"CURVE, LEVEL",DRY,NO DEFECTS,N,N,N,EXCEEDING SAFE SPEED FOR CONDITIONS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,S,N,N,2,2,Afternoon,41.656237364,-87.610638683,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,M,58.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,1.0,between 51 and 60,Below 5,UNABLE TO DETERMINE,NORMAL,"41.656237364, -87.610638683","13136, South Eberhart Avenue, Altgeld Gardens, Chicago, Cook County, Illinois, 60827, United States of America"
2020-02-23 12:17:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,N,N,N,2,1,Afternoon,41.892330161,-87.63544807,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,BICYCLE,WILMETTE,M,37.0,USED SAFETY EQUIP,UNABLE TO DETERMINE,TOTALLY EJECTED,NONE,NOT OBSCURED,OTHER,OTHER ACTION,CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,11.0,between 31 and 40,11 to 15,OTHER ACTION,OTHER,"41.892330161, -87.63544807","Modernica, 225-235, West Ohio Street, Near North Side, Chicago, Cook County, Illinois, 60654, United States of America"
2020-08-04 22:06:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,N,N,N,2,1,Night,41.957989577,-87.672452721,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,BICYCLE,CHICAGO,M,26.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,REMOVED BY EMS,WITH TRAFFIC,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,10.0,between 19 and 30,5 to 10,WITH TRAFFIC,REMOVED BY EMS,"41.957989577, -87.672452721","Berteau Greenway, North Center, Uptown, Chicago, Cook County, Illinois, 60618-9997, United States of America"
2020-06-09 14:55:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,S,N,N,2,1,Afternoon,41.877755732,-87.657165195,0,IL,NONE,TRUCK - SINGLE UNIT,OTHER,S,STRAIGHT AHEAD,1,N,OTHER,DRIVER,ADDISON,M,44.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,2.0,between 41 and 50,Below 5,UNABLE TO DETERMINE,NORMAL,"41.877755732, -87.657165195","Hubbard Street Dance Center, 1147, West Jackson Boulevard, Near West Side, University Village/Little Italy, Chicago, Cook County, Illinois, 60607, United States of America"
2018-06-16 17:35:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT_DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,N,N,N,2,1,Afternoon,41.955008694,-87.679517591,0,IL,NONE,PASSENGER,PERSONAL,N,TURN,1,N,FRONT,DRIVER,CHICAGO,F,64.0,UNABLE TO DETERMINE,NOT APPLICABLE,NONE,FAILED TO YIELD,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,20.0,Over 60,Over 15,UNABLE TO DETERMINE,NORMAL,"41.955008694, -87.679517591","4026, North Lincoln Avenue, North Center, Roscoe Village, Chicago, Cook County, Illinois, 9020, United States of America"
2020-08-14 18:30:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,Y,DISREGARDING TRAFFIC SIGNALS,DISREGARDING TRAFFIC SIGNALS,N,N,N,2,1,Night,41.902272219,-87.760819853,0,IL,UNABLE TO DETERMINE,OTHER,UNKNOWN/NA,W,STRAIGHT AHEAD,1,N,OTHER,DRIVER,OTHER,X,39.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,DISREGARDED CONTROL DEVICES,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,10.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.902272219, -87.760819853","5352-5360, West Division Street, Austin, Chicago, Cook County, Illinois, 60302, United States of America"
2020-05-26 16:12:00,30,SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,S,N,N,2,1,Afternoon,41.875284464,-87.657115297,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,M,21.0,UNABLE TO DETERMINE,DEPLOYED,NONE,FAILED TO YIELD,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,20.0,between 19 and 30,Over 15,UNABLE TO DETERMINE,NORMAL,"41.875284464, -87.657115297","West Congress Parkway, Near West Side, University Village/Little Italy, Chicago, Cook County, Illinois, 60607, United States of America"
2018-05-07 14:49:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,W,N,N,2,1,Afternoon,41.898711995,-87.73837944,1,IL,NONE,PASSENGER,PERSONAL,N,OTHER,2,N,FRONT,DRIVER,CHICAGO,M,64.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,11.0,Over 60,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.898711995, -87.73837944","4456, West Augusta Boulevard, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America"
2018-03-01 08:00:00,30,SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,WEATHER,W,N,N,2,1,Morning,41.887838735,-87.765183663,0,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,F,46.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,11.0,between 41 and 50,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.887838735, -87.765183663","415, North Central Avenue, Austin, Chicago, Cook County, Illinois, 60630, United States of America"
2018-08-06 18:04:00,30,SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT_DIVIDED,1,STRAIGHT AND LEVEL,DRY,CLEAR,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,1,Night,41.990936538,-87.667723527,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,BICYCLE,CHICAGO,M,16.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,FAILED TO YIELD,OTHER,NORMAL,UNABLE TO DETERMINE,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,14.0,below 18,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.990936538, -87.667723527","Immanuel Evangelical Lutheran Church, 1500-1520, West Elmdale Avenue, Edgewater, Chicago, Cook County, Illinois, 60660, United States of America"
2018-03-27 17:22:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,S,N,N,2,1,Afternoon,41.742251371,-87.714517304,0,IL,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,S,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,F,49.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,between 41 and 50,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.742251371, -87.714517304","3701, West 83rd Street, Ashburn, Chicago, Cook County, Illinois, 60652, United States of America"
2018-04-16 04:53:00,30,SIGN,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,Y,N,N,DISREGARDING TRAFFIC SIGNALS,EXCEEDING AUTHORIZED SPEED LIMIT,W,N,N,2,1,Early_morning,41.890129978,-87.631156974,0,WI,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1,N,SIDE,DRIVER,MILWAUKEE,F,26.0,UNABLE TO DETERMINE,DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,11.0,between 19 and 30,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.890129978, -87.631156974","430, North Clark Street, Near North Side, Chicago, Cook County, Illinois, 60654, United States of America"
2020-07-16 15:28:00,15,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,Y,N,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,S,N,N,2,1,Afternoon,41.764295037,-87.702957162,0,IL,NONE,PICKUP,PERSONAL,N,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,M,46.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,19.0,between 41 and 50,Over 15,UNABLE TO DETERMINE,NORMAL,"41.764295037, -87.702957162","3231, West 71st Street, Chicago Lawn, Chicago, Cook County, Illinois, 60629, United States of America"
2019-06-19 09:35:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,3,Morning,41.884472522,-87.706409549,2,IL,UNABLE TO DETERMINE,PASSENGER,RIDESHARE SERVICE,N,STRAIGHT AHEAD,3,N,OTHER,DRIVER,CHICAGO,F,72.0,UNABLE TO DETERMINE,DEPLOYED,NONE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,10.0,Over 60,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.884472522, -87.706409549","Kedzie Ave & Lake St, North Kedzie Avenue, East Garfield Park, Chicago, Cook County, Illinois, 60647, United States of America"
2018-10-25 17:32:00,35,SIGN,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,NOT_DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FOLLOWING TOO CLOSELY,DISTRACTION - FROM INSIDE VEHICLE,E,N,N,3,2,Afternoon,41.72215465,-87.60460135,1,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2,N,FRONT,DRIVER,CHICAGO,M,20.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,14.0,between 19 and 30,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.72215465, -87.60460135","742, East 95th Street, Roseland, Chicago, Cook County, Illinois, 60617, United States of America"
2019-07-30 18:42:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,NOT APPLICABLE,NOT APPLICABLE,W,N,N,2,1,Night,41.691518743,-87.695574167,0,IL,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,M,28.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,16.0,between 19 and 30,Over 15,UNABLE TO DETERMINE,NORMAL,"41.691518743, -87.695574167","3002, West 111th Street, Morgan Park, Chicago, Cook County, Illinois, 60655, United States of America"
2020-01-28 01:36:00,30,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),DRIVING ON WRONG SIDE/WRONG WAY,N,N,N,3,1,Night,41.945396707,-87.678365955,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,S,OTHER,0,N,OTHER,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,28.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,11.0,between 19 and 30,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.945396707, -87.678365955","3509, North Damen Avenue, North Center, Roscoe Village, Chicago, Cook County, Illinois, 60613, United States of America"
